Time, TractLim, Alpha, WheelVel, Force, Acc, CarVel, slip, torque, PID, error, dist
4.240000, 963.657028, 4.502647, -13.183903, 120.085583, 0.800571, -12.410588, 0.058656, 23.594864, 0.102586, 0.041344, -29.983722
4.260000, 962.943782, 4.975798, -13.166209, 132.704523, 0.884697, -12.392894, 0.058735, 25.833154, 0.112318, 0.041265, -30.231757
4.280000, 962.156654, 5.447819, -13.146836, 145.293332, 0.968622, -12.373521, 0.058821, 28.065638, 0.122025, 0.041179, -30.479421
4.300000, 961.296145, 5.918616, -13.125790, 157.849484, 1.052330, -12.352475, 0.058916, 30.291863, 0.131704, 0.041084, -30.726681
4.320000, 960.362798, 6.388093, -13.103074, 170.370433, 1.135803, -12.329759, 0.059018, 32.511373, 0.141354, 0.040982, -30.973504
4.340000, 959.357198, 6.856154, -13.078693, 182.853616, 1.219024, -12.305378, 0.059128, 34.723708, 0.150973, 0.040872, -31.219855
4.360000, 958.279976, 7.322701, -13.052654, 195.296446, 1.301976, -12.279339, 0.059246, 36.928404, 0.160558, 0.040754, -31.465702
4.380000, 957.131806, 7.787638, -13.024961, 207.696312, 1.384642, -12.251646, 0.059372, 39.124993, 0.170109, 0.040628, -31.711012
4.400000, 955.913405, 8.250865, -12.995621, 220.050580, 1.467004, -12.222306, 0.059506, 41.313001, 0.179622, 0.040494, -31.955751
4.420000, 954.625532, 8.712283, -12.964640, 232.356587, 1.549044, -12.191325, 0.059648, 43.491950, 0.189095, 0.040352, -32.199888
4.440000, 953.268988, 9.171790, -12.932025, 244.611644, 1.630744, -12.158710, 0.059798, 45.661357, 0.198528, 0.040202, -32.443388
4.460000, 951.844616, 9.629285, -12.897783, 256.813031, 1.712087, -12.124468, 0.059957, 47.820732, 0.207916, 0.040043, -32.686220
4.480000, 950.353302, 10.084664, -12.861922, 268.957995, 1.793053, -12.088607, 0.060124, 49.969579, 0.217259, 0.039876, -32.928351
4.500000, 948.795971, 10.537823, -12.824450, 281.043751, 1.873625, -12.051135, 0.060300, 52.107398, 0.226554, 0.039700, -33.169748
4.520000, 947.173589, 10.988657, -12.785374, 293.067478, 1.953783, -12.012059, 0.060484, 54.233679, 0.235799, 0.039516, -33.410380
4.540000, 945.487162, 11.437057, -12.744704, 305.026318, 2.033509, -11.971389, 0.060677, 56.347909, 0.244991, 0.039323, -33.650214
4.560000, 943.737737, 11.882916, -12.702448, 316.917373, 2.112782, -11.929133, 0.060879, 58.449564, 0.254129, 0.039121, -33.889220
4.580000, 941.926397, 12.326123, -12.658617, 328.737705, 2.191585, -11.885301, 0.061090, 60.538114, 0.263209, 0.038910, -34.127364
4.600000, 940.054265, 12.766567, -12.613219, 340.484333, 2.269896, -11.839903, 0.061310, 62.613022, 0.272231, 0.038690, -34.364616
4.620000, 938.122503, 13.204133, -12.566265, 352.154230, 2.347695, -11.792950, 0.061539, 64.673741, 0.281190, 0.038461, -34.600945
4.640000, 936.132308, 13.638707, -12.517766, 363.744324, 2.424962, -11.744450, 0.061777, 66.719715, 0.290086, 0.038223, -34.836319
4.660000, 934.084915, 14.070172, -12.467732, 375.251492, 2.501677, -11.694417, 0.062025, 68.750381, 0.298915, 0.037975, -35.070707
4.680000, 931.981593, 14.498409, -12.416176, 386.672561, 2.577817, -11.642860, 0.062283, 70.765165, 0.307675, 0.037717, -35.304080
4.700000, 929.823650, 14.923296, -12.363108, 398.004303, 2.653362, -11.589793, 0.062550, 72.763483, 0.316363, 0.037450, -35.536407
4.720000, 927.612424, 15.344711, -12.308543, 409.243438, 2.728290, -11.535227, 0.062828, 74.744742, 0.324977, 0.037172, -35.767657
4.740000, 925.349289, 15.762528, -12.252491, 420.386623, 2.802577, -11.479176, 0.063115, 76.708336, 0.333515, 0.036885, -35.997801
4.760000, 923.035652, 16.176620, -12.194967, 431.430460, 2.876203, -11.421652, 0.063413, 78.653650, 0.341972, 0.036587, -36.226809
4.780000, 920.672952, 16.586857, -12.135984, 442.371485, 2.949143, -11.362669, 0.063721, 80.580057, 0.350348, 0.036279, -36.454652
4.800000, 918.262660, 16.993107, -12.075557, 453.206172, 3.021374, -11.302241, 0.064040, 82.486918, 0.358639, 0.035960, -36.681301
4.820000, 915.806275, 17.395235, -12.013699, 463.930924, 3.092873, -11.240384, 0.064369, 84.373581, 0.366842, 0.035631, -36.906728
4.840000, 913.305329, 17.793104, -11.950427, 474.542077, 3.163614, -11.177112, 0.064710, 86.239382, 0.374954, 0.035290, -37.130903
4.860000, 910.761380, 18.186573, -11.885755, 485.035893, 3.233573, -11.112440, 0.065062, 88.083642, 0.382972, 0.034938, -37.353798
4.880000, 908.176015, 18.575499, -11.819701, 495.408561, 3.302724, -11.046386, 0.065426, 89.905671, 0.390894, 0.034574, -37.575386
4.900000, 905.550849, 18.959737, -11.752280, 505.656190, 3.371041, -10.978965, 0.065801, 91.704761, 0.398716, 0.034199, -37.795640
4.920000, 902.887521, 19.339138, -11.683510, 515.774809, 3.438499, -10.910195, 0.066189, 93.480193, 0.406436, 0.033811, -38.014531
4.940000, 900.187695, 19.713549, -11.613409, 525.760365, 3.505069, -10.840094, 0.066588, 95.231230, 0.414049, 0.033412, -38.232034
4.960000, 897.453059, 20.082817, -11.541994, 535.608717, 3.570725, -10.768679, 0.067000, 96.957120, 0.421553, 0.033000, -38.448122
4.980000, 894.685326, 20.446781, -11.469286, 545.315636, 3.635438, -10.695970, 0.067425, 98.657095, 0.428944, 0.032575, -38.662769
5.000000, 891.886226, 20.805279, -11.395302, 554.876802, 3.699179, -10.621987, 0.067863, 100.330371, 0.436219, 0.032137, -38.875948
